url,scheme,has_https,url_length,hostname_length,path_length,query_length,count_dots,count_slash,count_at,count_dash,count_underscore,count_equals,count_digits,num_subdomains,has_ip,uses_shortner,has_suspicious_word,num_path_tokens,long_hostname,many_digits,label
https://whats-vip.cc/,https,1,21,12,1,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1
https://rbfcu-star.azurewebsites.net/(S(kpkae1slsom4kr4uguffwo0d))/Main/Login,https,1,77,28,41,0,2,5,0,1,0,0,4,1,0,0,1,3,0,0,1
https://steamconmunitly.com/activation=YeuaJjYEAE,https,1,49,19,22,0,1,3,0,0,0,1,0,0,0,0,0,1,0,0,1
https://rbfcu-star.azurewebsites.net/(S(chaicgwx51ra5vma4ezwtadg))/Main/Login,https,1,77,28,41,0,2,5,0,1,0,0,4,1,0,0,1,3,0,0,1
https://rbfcu-star.azurewebsites.net/(S(homq0n4blpor0z3smsgbyynh))/Main/Login,https,1,77,28,41,0,2,5,0,1,0,0,4,1,0,0,1,3,0,0,1
https://pandaswap-core.vercel.app/,https,1,34,25,1,0,2,3,0,1,0,0,0,1,0,0,0,0,0,0,1
https://discord-clone-five-hazel.vercel.app/,https,1,44,35,1,0,2,3,0,3,0,0,0,1,0,0,0,0,1,0,1
https://rbfcu-star.azurewebsites.net/(S(m1e1hlwdeafl04qxorha2tiv))/Main/Login,https,1,77,28,41,0,2,5,0,1,0,0,5,1,0,0,1,3,0,0,1
https://rbfcu-star.azurewebsites.net/(S(pcfqwepcflwjzthdnt4b1mtu))/Main/Login,https,1,77,28,41,0,2,5,0,1,0,0,2,1,0,0,1,3,0,0,1
https://rbfcu-star.azurewebsites.net/(S(jhrgzqqnwxdzfaupqwjx1mjw))/Main/Login,https,1,77,28,41,0,2,5,0,1,0,0,1,1,0,0,1,3,0,0,1
https://data-center-claim-customer.pages.dev/,https,1,45,36,1,0,2,3,0,3,0,0,0,1,0,0,0,0,1,0,1
https://psnaowrk.capilots.rnidwayrentafence.com/login,https,1,53,39,6,0,3,3,0,0,0,0,0,2,0,0,1,1,1,0,1
https://faccebook.com.vn/6yd9qtdsc0s?v,https,1,38,16,12,1,2,3,0,0,0,0,3,0,0,0,0,1,0,0,1
https://caixageral-proteger.com/login.php,https,1,41,23,10,0,2,3,0,1,0,0,0,0,0,0,1,1,0,0,1
https://rbfcu-star.azurewebsites.net/(S(0nxic0uvhlk33wtjtbz0oooz))/Main/Login,https,1,77,28,41,0,2,5,0,1,0,0,5,1,0,0,1,3,0,0,1
https://allegrolokalnie.pl-468354834585929243923411212-fast.click/?id=JIHiGMhf6Mcb4NF6dfNnKfi0kM7Dbo,https,1,100,57,1,33,2,3,0,2,0,1,32,1,0,0,0,0,1,1,1
https://store.workshopmodforge.com/sharedfiles/filesdetails/aug_poseidon/,https,1,73,26,39,0,2,6,0,0,1,0,0,1,0,0,0,3,0,0,1
https://rbfcu-star.azurewebsites.net/(S(ol4wqo3km14m2gt12o12cxcd))/Main/Login,https,1,77,28,41,0,2,5,0,1,0,0,9,1,0,0,1,3,0,1,1
https://www.rbx025k.blogspot.ru/,https,1,32,23,1,0,3,3,0,0,0,0,3,2,0,0,0,0,0,0,1
https://meta-krylon-sarthok-bryvek.pages.dev/,https,1,45,36,1,0,2,3,0,3,0,0,0,1,0,0,0,0,1,0,1
https://rbfcu-star.azurewebsites.net/(S(syk0nmxhtot1j0c1skt4btai))/Main/Login,https,1,77,28,41,0,2,5,0,1,0,0,5,1,0,0,1,3,0,0,1
